Date,Open,High,Low,Close,Volume
2020-02-13,463.7281608315128,466.02353826889714,451.34036144418275,460.3367637663638,454451
2020-02-14,203.51199264000678,220.7147865069955,195.28818312261697,205.51547152867246,293481
2020-02-15,365.0089137415928,379.46519980576244,356.4591846597874,367.5975950857723,548540
2020-02-16,224.6844304357644,226.03779767376443,218.0787370857227,220.74239563849238,429064
2020-02-17,308.0272084711243,322.1839104157197,296.74257213743357,308.08860699807076,546771
2020-02-18,318.68411173731187,329.5548760841648,301.67262117700955,321.830362297571,218642
2020-02-19,173.94178221021082,175.5762891251464,169.91121465008456,178.3034126257208,427597
2020-02-20,487.83385110582344,496.9998639363966,469.1451903307546,487.9690297732411,909121
2020-02-21,410.05312934444584,419.74705508704676,396.27137626948127,414.5559215805599,295428
2020-02-22,475.7995766256756,479.11506742894113,459.334112372075,476.1564663302359,848371
2020-02-23,457.93094017105955,476.8449031110652,446.8071263184593,456.8728451170586,501468
2020-02-24,339.1599915244341,356.1594989540473,323.5696574959528,342.642022809963,917276
2020-02-25,468.74969400924675,482.1301407558289,468.42568606245743,468.67952111382766,195687
2020-02-26,135.3970008207678,144.64291204077995,119.0293923251771,135.11602592641304,598758
2020-02-27,178.3931449676581,186.62845579934827,177.59036778595075,178.29626986175637,909797
2020-02-28,118.09091556421522,131.1103849072343,100.29264803695797,121.55876558291268,761386
2020-02-29,230.13213230530573,241.04076969344385,210.29287736053286,233.45154772218626,984735
2020-03-01,255.4709158757928,256.7163779934305,249.58956663225723,254.50611580019492,390667
2020-03-02,208.53961270955836,218.789665684965,204.3332415838425,206.8726113082636,614513
2020-03-03,431.4950036607717,447.6230760054285,416.1877363836109,431.414283901163,241554
2020-03-04,242.70133067743572,251.8861282293749,237.64080385903065,243.4290557748068,212105
2020-03-05,212.3738038749523,213.41293542603768,195.06255621150822,209.75717598123228,935320
2020-03-06,317.0784332632994,332.8039972509801,315.02158142014986,320.0179841104553,738172
2020-03-07,156.36968998990505,160.39696563262453,153.8505860623179,156.2345176472293,731256
2020-03-08,420.8787923016159,426.0512089993766,401.2957611996036,419.21924778581547,936542
2020-03-09,129.82025747190832,133.11438454055423,116.34347950650823,125.88846740154823,846004
2020-03-10,494.7547746402069,501.3590759376369,477.8170301516278,492.14322624424295,493709
2020-03-11,408.89790771866296,424.03293783243566,402.4113201716326,413.3907194362228,549410
2020-03-12,179.48627261366897,189.87398980374772,165.9565976232569,177.53726948186423,706289
2020-03-13,102.20884684944096,106.30647233245521,90.32401030326902,98.8974397431113,139767
2020-03-14,426.18457138193367,443.7411729449745,414.1215689794747,425.7912992984836,653838
2020-03-15,382.74293753904686,400.33457463807747,369.0922883482924,380.81381497264937,624261
2020-03-16,391.60286721639494,409.0144357173151,380.095683753813,386.95445971910686,244905
2020-03-17,408.5081386743783,413.2840629020091,399.926891288325,406.73959084717245,234042
2020-03-18,129.61786069363615,138.6426475772559,124.09940680602521,130.05894693303082,722603
2020-03-19,243.38629141770903,263.08608454052654,228.014664799445,243.9034151379087,195494
2020-03-20,146.34762381005189,161.7878733362517,141.82217520998816,144.91321302182078,751712
2020-03-21,445.2413703502374,445.78471877474857,431.3942842271491,444.7143979127634,182681
2020-03-22,349.3192507310232,350.62334255623307,344.65259427803664,353.97442991337084,987921
2020-03-23,232.35920994105967,241.63783747730633,219.8526065419706,231.13269471336278,804537
2020-03-24,125.42334011440946,143.60774423164065,110.48177477182888,123.00560824700929,352411
2020-03-25,224.3929286862649,235.16696464531918,220.0186509081341,221.82759912693248,816861
2020-03-26,230.07332881069883,240.02957897138464,228.87446279347267,229.65097493774016,653188
2020-03-27,391.84247133522564,393.95194533435824,389.22299647534214,394.4376728223951,114126
2020-03-28,355.0229885420853,368.15859063657115,342.90304919666477,352.08287038397003,735486
2020-03-29,454.88509703053063,471.3271602425351,437.89616890601593,456.9780583019383,826050
2020-03-30,288.8859700647797,296.49437021493094,287.98603364007124,284.0974682982739,843104
2020-03-31,147.83769837532068,163.34993539382722,133.15467319448777,147.02702815516014,441447
2020-04-01,385.297914889198,404.58744796721425,378.471541970197,388.0565655412259,316651
2020-04-02,404.31401944675895,408.38934862931274,394.7434520483685,402.70134900450324,429205
2020-04-03,324.5108790277985,334.97747165169335,305.9336880308872,325.1482500422525,592280
2020-04-04,408.3868719818244,414.12963114351595,401.7474418871075,405.43666431008353,116978
2020-04-05,297.5182385457563,313.37532692643305,288.21149986696656,299.938192457018,680632
2020-04-06,309.0931317527976,320.64499907042074,308.819483457584,304.6159227854852,408792
2020-04-07,271.0164073434198,283.70805569442587,269.384432943323,274.5418337921748,363199
2020-04-08,110.16765069763808,126.12593388995596,104.9958188749424,107.14961456185476,175582
2020-04-09,143.15657079732176,151.07598025057086,142.59952598090027,146.90055111440506,332459
2020-04-10,112.5716742746937,130.87347564283456,99.94416775372869,111.09696668769888,705502
2020-04-11,354.56416450551217,365.22474185043495,346.03619736947974,356.791000250257,538092
2020-04-12,225.74239243053069,228.90148888723763,214.77948837597023,223.93464540839258,611579
2020-04-13,303.42827646588114,317.3462588292572,299.93533274795453,307.4873931782276,847520
2020-04-14,463.0265895704372,478.89181657920227,457.10794898170485,459.2929608256209,994386
2020-04-15,199.71689165954996,206.0521252009005,186.44040216249545,196.50208955227595,663013
2020-04-16,264.1531692142519,281.29675435422695,244.84711474164388,264.0834704658399,498471
2020-04-17,402.22045541721945,420.3433205125348,401.2121199451753,398.0398398076009,568163
2020-04-18,191.51926619664897,197.05735594420514,173.71157977954365,188.4790680436666,939812
2020-04-19,130.7919639315172,150.46239338582163,119.25433990529302,135.22962775363732,870008
2020-04-20,215.90058116550722,218.7148117264824,204.62218983039475,220.66547777698608,677621
2020-04-21,164.48851490160177,168.52882826965157,154.48294419744656,163.25110819490598,404603
2020-04-22,471.87906093702924,475.5635577217898,470.49117921894555,476.1119211471686,886198
2020-04-23,423.2481518257668,441.1279460259242,421.45061479104356,423.6963985825011,398307
2020-04-24,353.36150260416935,366.44735365066856,341.3432624909876,351.058927262907,265043
2020-04-25,448.58423607508706,451.6263217395325,441.7650646463759,450.6082232858931,589987
2020-04-26,421.4688307596458,430.2752991270128,403.1234694280922,423.0578488253944,820509
2020-04-27,174.62802355441434,186.93398405581038,166.4962128072249,179.51927674550168,446874
2020-04-28,457.0235993959911,458.6928810957788,454.1579702219383,454.6740722700839,381620
2020-04-29,315.7368967662603,333.3852241344071,301.4425200962196,317.45749179287765,430724
2020-04-30,422.976062065625,439.0481327744557,417.1089936368048,418.4962996159195,351831
2020-05-01,458.4365199693973,468.54065544093004,447.9271138222794,454.5729803563645,992008
2020-05-02,227.20138998874555,246.54392229392894,213.24473427864214,222.24057373825647,448737
2020-05-03,144.0207698110707,152.3759893965727,126.01548758702928,149.01537662166743,824410
2020-05-04,191.17406501677667,210.85627139750662,175.33024112074315,194.19680198825145,306598
2020-05-05,270.8431154505025,284.20151542657504,257.31589409304803,273.71034559783794,597712
2020-05-06,427.20590636899726,439.89933183407607,413.61324272109437,427.3031671218791,995503
2020-05-07,444.2922333025374,447.6113312084531,425.37374042189566,442.2929041315918,739120
2020-05-08,102.78085221247628,120.41940737856916,96.86437026254555,99.29349505710303,500723
2020-05-09,304.2989210310263,312.8487147894386,304.2766791471025,302.1456684194909,563609
2020-05-10,266.9644012595116,270.20906937516116,261.5253100715476,265.72411347880296,767478
2020-05-11,188.8431241882921,189.0952745878073,184.48529659575723,191.40622515809505,281601
2020-05-12,147.94614693347313,159.1412606062408,134.70945523119317,148.34276482250465,168682
2020-05-13,235.0460685614512,245.59406100390473,222.37183656614062,230.82090482700602,323009
2020-05-14,477.16388156500767,491.55095401239083,465.2946539109132,472.3441716545968,547392
2020-05-15,229.2811728083021,247.08633386865813,228.95630394411302,225.30449460364272,346553
2020-05-16,307.51624869734644,309.10438039020704,292.9406876083335,306.62123583432026,453857
2020-05-17,381.2075835580711,395.83751336487836,374.7369753083613,385.5395127285613,466204
2020-05-18,245.4518409517176,249.20007983366924,232.150721171585,246.82586576380982,759774
2020-05-19,488.7128330883843,505.87637415152756,477.58126451834124,491.7310920871394,183030
2020-05-20,484.9789179768445,501.3601882540776,478.1242994682864,484.64266392189,220360
2020-05-21,200.71291833014567,211.52879342985656,198.02139298806352,199.3295791620961,972405
2020-05-22,298.89940235695417,313.1042583294204,297.01102440374456,294.9834060841204,759297
2020-05-23,220.35132392670786,226.63832619038283,203.72095726446338,224.11065414856992,923163
2020-05-24,213.93619775098705,223.35955572964335,195.56824690935588,216.76779804126608,794025
2020-05-25,114.75477894181311,131.18751689602254,101.75901800652713,111.43595991779037,567726
2020-05-26,343.82573359195874,353.01103753542304,341.7570512947491,343.94833923072133,605897
2020-05-27,301.07160929154463,308.2275745980535,293.03106495377983,300.9453573707571,214360
2020-05-28,120.59150049999573,130.47574944500172,106.01271649789258,121.84241602686102,363894
2020-05-29,211.45858569464457,228.02357074338894,195.8621680144432,215.9204546345572,689306
2020-05-30,463.3063543866615,470.01051533407895,460.9419819408397,464.10406880428627,497243
2020-05-31,195.82475626678897,199.29998812950384,195.82414188988133,196.22692893457514,865192
2020-06-01,157.95794883648924,172.19822924310486,143.71520791887713,153.4611781658359,236817
2020-06-02,295.78110411102523,312.3006683651869,288.6491805913011,291.41017887120546,292803
2020-06-03,494.2601816442403,496.2729312147109,489.1705550118751,491.1336495575082,711272
2020-06-04,196.82210860460015,201.61959085971904,196.56415920880963,192.14681632151763,994415
2020-06-05,368.8542189623514,371.6936587575713,358.0482308271214,371.28774791805154,914883
2020-06-06,404.64784613148703,411.60667436313037,387.6248314229674,406.88114917142667,455887
2020-06-07,195.05501759695989,204.06203717506813,175.90238467150812,191.41557994127632,957906
2020-06-08,391.2865394447438,406.26306618401,379.971640432478,394.6473284526966,816896
2020-06-09,247.11325308770128,260.13620478533477,236.8240265329034,243.6611134361624,112150
2020-06-10,352.92233223743176,365.3409035870004,351.22120452764693,350.93408810740533,899838
2020-06-11,353.41188430435784,360.45938323655093,342.43442827350583,350.90165329597147,250853
2020-06-12,314.3098736299034,331.1388246915986,306.7102920505955,313.0329446156339,288489
2020-06-13,136.11590802176332,145.5416513697266,123.97320240409178,133.66254568066293,989589
2020-06-14,434.1209982356952,453.7030969959983,426.34647127816424,434.0105075000797,642613
2020-06-15,228.31202598869433,240.99486875460906,223.50604351968698,227.3861048022412,299756
2020-06-16,174.6074041599417,177.13269899123176,172.70809865537416,179.47309906773495,980847
2020-06-17,116.31005662190557,129.83360786341424,110.01168773012766,111.86932012318783,607763
2020-06-18,336.35717727529675,342.85925758393074,334.4242805895417,332.77899103917025,828829
2020-06-19,371.02574473691294,384.75228867063487,367.48780572043324,366.55400367599896,117669
2020-06-20,106.63513157114247,108.02795453439057,86.88840839955155,107.89354352096622,434154
2020-06-21,304.8372233197124,308.3348520632316,295.95515218158005,300.38231609384957,606199
2020-06-22,190.59831007917518,207.7130552572909,179.96087474907483,193.9627074529364,307836
2020-06-23,358.06911616377994,362.61270730425025,340.5967455890356,358.1885024705992,592290
2020-06-24,169.74657160199658,186.4873941068554,149.83519359218283,170.01664784781192,232915
2020-06-25,376.37509524098635,381.96061701007454,364.72080625409274,376.9910403181083,296681
2020-06-26,254.69413852021495,267.5517767213891,238.4446620993315,251.40227558327706,675100
2020-06-27,474.6919954946938,488.5750069648904,468.1531750079603,471.6688985258387,902491
2020-06-28,155.0083776583973,165.26147272129836,148.8934985094515,153.19655088712736,448413
2020-06-29,236.4265404201034,242.53275395403804,228.3724660002122,237.36150457832193,877150
2020-06-30,145.38940849623563,149.64229602365756,131.93926324276265,142.49058625563777,271840
2020-07-01,469.8774473114251,470.54123440267364,456.2336135263231,466.04076458275773,125395
2020-07-02,450.9357413523924,457.0146693772069,444.6309526594034,455.6369102165767,382346
2020-07-03,203.17665108606224,216.2399068966879,200.51245260332965,198.39646923415847,329707
2020-07-04,363.99361841367164,382.7597147826413,351.34569328436146,367.02059246703186,871469
2020-07-05,426.88888008048633,444.3129697257474,424.322362836711,429.76923157623656,828408
2020-07-06,322.0803246397849,337.40162017049096,310.5104744751983,320.0524657782359,324839
2020-07-07,311.8602313424026,327.62917820746856,297.9917887812764,308.2164975024757,319882
2020-07-08,196.74091636018068,210.04061442970058,182.72868643229165,193.19720282723492,727523
2020-07-09,137.2411071223597,142.44684427367974,122.17166490916776,139.2154232947316,669798
2020-07-10,458.8863031813307,477.0302037954473,441.4291147500174,460.3143690921924,712233
2020-07-11,460.1672228653322,473.58186910344887,450.1680430260364,462.994679607846,342802
2020-07-12,353.24058290930714,364.44939552891594,338.63559911871573,357.6153946332982,874456
2020-07-13,235.61191641948028,237.8317058037499,223.22846171216355,237.5311900521462,957081
2020-07-14,239.68382984506437,248.62494072119287,235.95103104911072,236.2423452105788,993155
2020-07-15,390.38227154809573,399.58943697213425,389.8684786507076,387.81669771574985,627169
2020-07-16,458.84410398103086,476.13537617148427,453.1532762674922,462.26604128976203,932345
2020-07-17,454.8345697060469,465.7675341098027,445.97389557929455,451.927630464389,736148
2020-07-18,411.9502183430495,419.55822932245775,399.6080994544764,407.6754415125943,971217
2020-07-19,356.8126584617151,376.3486650319283,339.813471851651,358.8454590021376,558253
2020-07-20,133.65598599801953,135.87039786454585,129.73107166389622,132.68124955292095,948889
2020-07-21,164.6514856378455,173.10245420408438,162.14048983987595,168.85188616330453,266415
2020-07-22,459.4216754108317,460.2621689142598,440.15207646134513,460.9242261217683,555605
2020-07-23,342.57162386383595,357.3697062791746,340.4107326763078,338.47581364175255,571466
2020-07-24,103.67882064665186,122.04035169063488,94.10899924450807,108.15738631918846,239728
2020-07-25,140.58861714641284,146.18936373742264,128.8773425705468,138.1741897828153,367885
2020-07-26,365.40070764322235,382.56754117920474,354.57321922507356,363.7728325472852,247733
2020-07-27,102.02463353848748,107.86899814772543,100.30399039782861,101.0472376753229,983523
2020-07-28,164.32322056699945,182.53862379987777,163.18268228692708,159.8354635310426,915122
2020-07-29,319.49351574663444,334.5727538185701,317.38384719741373,319.4586699689405,394977
2020-07-30,376.7580790770773,392.85621461390605,365.04632539962506,372.9912639878302,726854
2020-07-31,360.7845038010402,361.1446349130493,349.8976060483538,359.7942070679237,171240
2020-08-01,189.7077237842239,208.96393092570443,185.03290794348902,188.21482166414475,731186
2020-08-02,384.8716885390144,399.4051083804208,372.11620570210255,387.6000893732794,439855
2020-08-03,194.89963499872005,200.9946569064427,178.49828495760707,197.93134011504736,309304
2020-08-04,230.1598792637071,246.74777256088404,229.32830006677523,226.69400808759798,925455
2020-08-05,398.59656204720966,404.22698601550826,388.6339631762488,397.2620739210019,926641
2020-08-06,359.85315961888585,377.3082364102084,346.06695137683204,358.5866912292042,455734
2020-08-07,439.6893641976712,441.94097200590994,434.64312565627745,436.203468637032,973044
2020-08-08,363.04515692013734,377.11887646935327,356.8897388142744,366.02969197064925,180522
2020-08-09,327.32344133418866,338.1374108670869,315.05068327440097,329.3957246175429,473798
2020-08-10,137.469907131237,139.4005965351458,119.51120126236225,134.37372499420735,769800
2020-08-11,247.0863212237734,251.92419778895018,230.88783281771543,245.7535403097114,219107
2020-08-12,206.08094707269018,206.32902779823647,194.41834269069852,202.13899732125532,501176
2020-08-13,197.5958573516334,206.97121666092352,182.99142299648844,198.87792332256384,122462
2020-08-14,489.2042219009782,495.22952711617825,481.90777249682225,485.4179411464644,904253
2020-08-15,257.23908986670415,269.2062395526593,244.419779304729,262.09843155295334,520474
2020-08-16,456.8186220708453,462.7633782250177,447.4949902482942,459.6254428177239,192889
2020-08-17,352.45545039890516,358.4538326290448,348.65672766975393,351.3578358947451,188952
2020-08-18,417.9245214166594,432.78838539129146,403.88975593911425,418.71016073945293,817884
2020-08-19,301.0548372420768,302.0176939616439,289.9255444951004,305.1682554042409,515331
2020-08-20,330.76155385054363,348.8194537543834,323.5891222114718,331.3025466545019,801793
2020-08-21,297.00707752754556,314.0523550153692,278.78029372597297,293.7520623915251,321576
2020-08-22,178.09719511921782,191.45328878374593,177.67851276268314,176.88422867502942,843681
2020-08-23,388.9808461046021,400.84527750674977,382.6653830796122,392.41229475489956,598149
2020-08-24,212.30894497634233,230.15499493913538,211.1713170207894,213.7510751362385,965796
2020-08-25,109.72638657258153,113.43299016315582,94.39584024814899,111.23363041591954,956509
2020-08-26,358.1889183628671,359.7683016066837,344.1467692805913,361.85713321975203,402788
2020-08-27,170.84427176281957,175.63447516101033,164.21722738809322,174.78400233744463,424787
2020-08-28,476.18343374116574,492.0749993151695,462.67017569702426,480.3813594589601,375455
2020-08-29,481.5714308010349,482.26483613556456,473.65268627711595,477.5199227335665,354084
2020-08-30,465.9457560881794,477.60189278984916,450.8206802597307,466.3870161078104,229466
2020-08-31,248.06348010217775,267.97223042600393,238.97980684744363,250.46857531436095,130531
2020-09-01,106.18264661154697,123.29656848829777,97.93705205491366,108.7519150628171,114588
2020-09-02,471.32742503509013,481.7563388159619,452.6328267253241,472.3945870547902,935848
2020-09-03,271.2736593269257,272.54647751265856,266.25607732911175,267.9415326787625,243452
2020-09-04,486.6619276174678,503.289397905182,484.2529808175365,489.63613315688445,798005
2020-09-05,485.44799083570115,497.4275609992454,473.757128570512,487.6491041708506,511034
2020-09-06,441.203782186944,443.5024421281353,421.81734594126044,437.0651399024344,261929
2020-09-07,217.77955682783426,219.65670252430138,210.22277255329053,217.41765507457802,645999
2020-09-08,254.0390914407701,272.231627829502,252.7983561681945,250.77886543598814,760457
2020-09-09,440.45466860674276,453.83867386550435,433.6685632605514,438.8294390638725,783753
2020-09-10,226.76880206251107,243.35453804884617,216.65016897611991,221.94961298456792,908508
2020-09-11,167.797098674437,185.37667668008234,164.55863854179273,166.8003973585446,446418
2020-09-12,322.72050498334005,334.1559520243065,309.5584606222102,323.21927419490214,419753
2020-09-13,474.4619096643124,484.8108366994132,454.50692188410835,475.65773559258326,784677
2020-09-14,378.4119186699892,387.020466876409,369.3771291503603,380.04682212127625,597981
2020-09-15,328.024468035746,334.3633997915684,320.9298969011417,331.3873811667706,158480
2020-09-16,138.8705975083074,147.56251672548166,130.85651417161807,136.02522658106471,893476
2020-09-17,346.00289067966787,361.480483794271,343.69996711176384,342.20770890405254,874597
2020-09-18,496.0215400417053,508.06000866200793,478.3560680131808,499.5369117606846,155486
2020-09-19,156.0336060946096,173.88407189370653,147.73709298418257,152.59973424353612,155162
2020-09-20,307.33186094549467,316.1994612330784,299.58637271699786,312.0794617588566,834647
2020-09-21,450.94922877118216,463.09102034555724,437.7554233125727,454.37461106516855,129882
2020-09-22,396.30744710168176,408.93359816352154,387.46677868305926,396.3162131605778,678366
2020-09-23,378.8062963981072,390.6402396442337,365.8416270219503,383.6205106473274,945166
2020-09-24,380.9936335948437,395.04630905655404,379.7647077922279,376.9674008859237,338680
2020-09-25,243.79646048790207,248.5451298553982,227.5219936134575,241.8271180996531,733018
2020-09-26,217.43673770579733,227.68401325671314,198.6266586482093,218.81898185620344,274898
2020-09-27,423.74446219140543,425.82895824757236,410.7691544682177,422.2445308761372,450129
2020-09-28,424.0453578716723,431.7355844245686,404.9540392944961,428.32908339148025,406172
2020-09-29,446.8289274320415,456.58226880446676,443.8002811446422,442.48518831381966,612871
2020-09-30,465.2962210225885,478.3407062134979,455.7478972329814,465.7903393431981,723226
2020-10-01,304.5369595443751,323.5475805960992,292.5008248654662,305.44562221832626,742607
2020-10-02,300.60651787487984,312.61953920584693,288.9717849264561,302.13379911265207,656831
2020-10-03,419.31807158671006,434.18994991024124,411.2888360049292,416.8747338200282,748567
2020-10-04,359.98557231110607,370.11089350101014,353.22388412378086,358.63123658630474,129362
2020-10-05,380.7867509030813,393.46883153060793,378.2502704520729,384.2235561997311,520531
2020-10-06,418.31706777444043,419.7357120971159,410.48221876319485,415.26649546414205,258818
2020-10-07,456.00213672702654,461.08996834386346,452.74892042491683,459.27081519876015,503273
2020-10-08,235.19806274061432,242.4351246047171,220.51074921076994,235.82461696964174,342721
2020-10-09,250.2331810559776,259.6830481561079,246.0565623460858,252.85505616791843,929347
2020-10-10,137.5927759363476,138.50575084639527,136.42146983065692,139.72884959898232,937802
2020-10-11,331.3120563984696,334.11253834953595,320.26473364212495,328.38717135231843,789517
2020-10-12,114.37690951869683,119.91319567452295,102.4723148643088,115.06503688303556,473519
2020-10-13,286.2392072529841,305.66986107100513,268.800946027374,289.916438781035,242394
2020-10-14,317.05785388303065,323.68479402509166,305.518221634677,316.37901625104996,694100
2020-10-15,214.61650085131376,224.2573220135554,207.70688377684485,219.28240855354693,571058
2020-10-16,336.3333042276043,340.25525848237214,320.2730665970779,335.85545522862145,920449
2020-10-17,112.20009997561976,124.41570139713514,101.39452211187134,108.62795634229862,943224
2020-10-18,114.93927549968576,120.55293981000526,113.35366980706193,113.8336223004625,328208
2020-10-19,429.0402242638633,433.18007583263187,417.7232130575984,433.55724832776866,491342
2020-10-20,244.07625656450514,254.40770913342473,225.9158856560719,242.27346505790368,904061
2020-10-21,150.8242050607539,150.9343210439623,142.8979525507895,154.50518665942454,752902
2020-10-22,308.89730402192174,309.05058467490625,302.97078798392573,312.7098108387406,196950
2020-10-23,407.99742123944435,412.3787974214815,405.12803209908395,406.499286482764,274942
2020-10-24,186.32841099873727,187.06283824875368,183.2995005600301,182.1609875792436,164829
2020-10-25,349.15619032760014,351.31670541021396,340.50076064076376,351.4017694191883,869890
2020-10-26,134.1389859975072,140.91619898428223,122.22538951427661,132.25410898764707,634876
2020-10-27,120.67268846744308,136.72440205903933,119.06038036405104,123.5019246100188,991712
2020-10-28,312.54185262725923,323.9828254946452,293.7504808467559,311.9684011098636,596195
2020-10-29,316.2540486440426,326.5074031631709,301.1513762951387,316.1067160674688,402865
2020-10-30,354.9719605992826,360.84173706344507,343.23948223360935,357.75105466676797,792505
2020-10-31,390.43653348906463,409.07160787772096,373.8677600702848,389.2601667996809,372743
2020-11-01,490.34083178501385,498.28113260975766,488.73709664877157,489.772105238243,434738
2020-11-02,306.52013932047817,308.2619946563936,296.9833617658157,305.2820440081744,575958
2020-11-03,229.1825891764984,241.5239194988544,216.58072663926512,227.8559943292712,832790
2020-11-04,418.0744779074815,420.3512457770135,401.5014197851157,418.33394367649606,758299
2020-11-05,208.3329005048297,215.23736336086353,192.66350930384434,211.4208949498412,352856
2020-11-06,275.5885682822544,285.7368070566106,270.0471832879864,274.2062514014801,384293
2020-11-07,131.3825525369064,148.8670030306099,112.5649491457223,131.62509974228377,821927
2020-11-08,110.140297366183,120.01122897298538,107.6533805375656,111.84757062060902,241280
2020-11-09,485.05936587117003,499.1045411918033,467.556693498747,482.75376033420656,297170
2020-11-10,434.3920482048823,454.2483849848637,414.97324321278995,432.16727625390627,471178
2020-11-11,378.38968243747917,381.0194648354388,374.84661197302665,382.7238137077137,280564
2020-11-12,263.58117776570793,269.0758082760983,249.13985648163222,265.81652349901884,120951
2020-11-13,169.3177280283383,177.20924954029124,168.51201765277833,170.0895947905714,279992
2020-11-14,162.5748170684344,171.01138063921104,154.4663605656513,164.05201761264053,671054
2020-11-15,200.09715926583812,208.31758077114904,189.77149328188463,195.3901536968723,943446
2020-11-16,319.69066588244823,337.84288593357934,308.07776136425554,320.8716955380652,259423
2020-11-17,385.83836908002496,400.1190219693621,367.1196241150538,385.93345781226697,577432
2020-11-18,364.0789506870925,376.2370549689066,350.6339369412086,364.5364474848869,542602
2020-11-19,211.97355877837714,218.16101313563277,202.3479997539924,210.5677970466853,711410
2020-11-20,481.94611226527763,498.4219199497035,465.75261153995984,477.76085124240706,895740
2020-11-21,395.1587666783074,414.2599769080072,376.14811025921927,392.0921590144279,945684
2020-11-22,321.7416210045603,338.1655866555648,321.30029803091446,326.249068136687,568361
2020-11-23,344.6882984937409,344.7196005975703,325.0378730486201,343.77529411645025,183211
2020-11-24,267.84002497111595,280.5680523747841,266.1173821898423,267.50685652942457,521280
2020-11-25,199.09239580046298,200.115103429305,182.80466021508775,194.61949369899736,547095
2020-11-26,242.38907146050462,247.54121586717906,236.78237640947637,237.76473375594443,226534
2020-11-27,403.13844418574763,404.32893819270305,400.4948510306702,405.3102586562152,633008
2020-11-28,105.75739545190234,117.83330451089009,96.96028265762564,106.13834209311345,488348
